IMO,MMSI,Vessel Name,Call Sign,Type,Length,Beam
8594643,412209112,MENG XIN 17,n.a.,Fishing,n.a.,n.a.
8594655,412209113,MENG XIN 18,n.a.,Fishing,n.a.,n.a.
9077288,412209130,Xin Feng Guang Zhou,BOYI6,Cargo,187,28
8540496,412209132,JU LONG JIA YA 1,BZYS2,Fishing,n.a.,n.a.
8540501,412209133,JU LONG JIA YA 2,BZYS3,Fishing,n.a.,n.a.
8540513,412209135,JU LONG JIA YA 3,BZYS4,Fishing,n.a.,n.a.
8540525,412209136,XIN HAI 1259,BZYS5,Fishing,57,10
8540537,412209137,JU LONG JIA YA 5,BZYS6,Fishing,n.a.,n.a.
8540226,412209138,JU LONG JIA YA 6,BZYS7,Fishing,n.a.,n.a.
8540238,412209139,XIN HAI 1209,BZYS8,Fishing,n.a.,n.a.
8540240,412209141,JU LONG JIA YA 8,n.a.,Fishing,n.a.,n.a.
8540252,412209142,XIN HAI 1219,BZYT2,Fishing,n.a.,n.a.
8540264,412209143,JU LONG JIA YA 10,BZYT3,Fishing,52,9
8679883,412209145,GUO JI 907,BZYH4,Fishing,n.a.,n.a.
8680026,412209146,GUO JI 908,BZYH5,Fishing,n.a.,n.a.
8586153,412209147,BO YUAN 1,BZYW2,Fishing,n.a.,n.a.
8586141,412209148,BO YUAN 2,BZYW3,Fishing,n.a.,n.a.
8586218,412209149,BO YUAN 3,BZYW4,Fishing,n.a.,n.a.
8586189,412209151,BO YUAN 5,BZYW5,Fishing,n.a.,n.a.
8586165,412209152,BO YUAN 6,BZYW6,Fishing,n.a.,n.a.
8586177,412209153,BO YUAN 7,BZYW7,Fishing,n.a.,n.a.
8586191,412209155,BO YUAN 8,BZYW8,Fishing,n.a.,n.a.
8586206,412209156,BO YUAN 9,BZYW9,Fishing,n.a.,n.a.
7572583,412209165,ZHONGGUOHAIJIAN1010,BZTZ6,Other Type,89,12
8594667,412209168,MENG XIN 19,n.a.,Fishing,n.a.,n.a.
8594681,412209169,MENG XIN 20,n.a.,Fishing,n.a.,n.a.
8594693,412209171,MENG XIN 21,n.a.,Fishing,n.a.,n.a.
8594708,412209172,MENG XIN 22,n.a.,Fishing,n.a.,n.a.
8594710,412209173,MENG XIN 23,n.a.,Fishing,n.a.,n.a.
8594722,412209175,MENG XIN 24,n.a.,Fishing,n.a.,n.a.
8594734,412209178,MENG XIN 27,n.a.,Fishing,n.a.,n.a.
8594746,412209179,MENG XIN 28,n.a.,Fishing,n.a.,n.a.
8809206,412209183,LIAO YUAN YU 88,BZYL6,Fishing,49,8
8996205,412209185,FU YUAN YU 7733,BZSE7,Fishing,48,8
8996229,412209186,FU YUAN YU 7755,BZSE8,Cargo,48,8
8996217,412209187,DA YANG NO. 17,BZSE9,Fishing,48,8
8996231,412209188,DA YANG NO. 19,BZYX9,Fishing,48,8
8794528,412209195,YANG MING 8001,n.a.,Fishing,n.a.,n.a.
8794530,412209196,YANG MING 8002,n.a.,Fishing,n.a.,n.a.
8794542,412209197,YANG MING 8005,n.a.,Fishing,n.a.,n.a.
8794554,412209198,YANG MING 8006,n.a.,Fishing,n.a.,n.a.
8794566,412209199,YANG MING 8007,n.a.,Fishing,n.a.,n.a.
8794578,412209201,YANG MING 8008,n.a.,Fishing,n.a.,n.a.
8794580,412209205,YANG MING 8011,n.a.,Fishing,n.a.,n.a.
8794592,412209206,YANG MING 8012,n.a.,Fishing,n.a.,n.a.
9766279,412209234,JIN XIANG 7,BZYB7,Fishing,n.a.,n.a.
8687220,412209236,RUI TAI FENG 809,n.a.,Fishing,n.a.,n.a.
8687232,412209237,RUI TAI FENG 901,n.a.,Fishing,n.a.,n.a.
8687244,412209238,RUI TAI FENG 902,n.a.,Fishing,n.a.,n.a.
8687256,412209239,RUI TAI FENG 903,n.a.,Fishing,n.a.,n.a.
9706372,412209270,HENG LI 7,BAWT,Cargo,n.a.,n.a.
9685126,412209280,HENG LI 12,BAOF,Cargo,149,n.a.
8670916,412209330,DANJIANG BIANMAO 055,BAFC3,Cargo,n.a.,n.a.
8670954,412209360,DANJIANG BIANMAO 089,BAFA9,Cargo,n.a.,n.a.
8670978,412209390,DANJIANG BIANMAO 275,BAFB7,Cargo,n.a.,n.a.
8670942,412209410,DANJIANG BIANMAO 285,BAFB2,Cargo,n.a.,n.a.
8670930,412209420,DANJIANG BIANMAO 338,BAFC4,Cargo,n.a.,n.a.
1024065,412209470,JIA YUE 10,BAFC9,Tanker,n.a.,n.a.
8400622,412210000,FENG SHUN SHAN,BOSV,Law Enforce,156,25
1591408,412211950,YUNQI,BOHO,Cargo,98,16
8578493,412211979,LIAO DAN YU 6605,BZV5G,Fishing,n.a.,n.a.
8578508,412211981,LIAO DAN YU 6606,BZV6G,Fishing,n.a.,n.a.
8578510,412211982,LIAO DAN YU 6607,BZV7G,Fishing,n.a.,n.a.
8578522,412211983,LIAO DAN YU 6608,BZV8G,Fishing,n.a.,n.a.
8578534,412211984,LIAO DAN YU 6609,BZV9G,Fishing,n.a.,n.a.
8578546,412211985,LIAO DAN YU 6610,BZV1H,Fishing,n.a.,n.a.
8578558,412211986,LIAO DAN YU 6615,BZV5H,Fishing,n.a.,n.a.
8578560,412211987,LIAO DAN YU 6616,BZV6H,Fishing,n.a.,n.a.
8578572,412211988,LIAO DAN YU 6617,BZV7H,Fishing,n.a.,n.a.
8578584,412211989,LIAO DAN YU 6618,BZV8H,Fishing,n.a.,n.a.
8791057,412211990,YUAN DONG QI HANG,BASN,Tanker,91,14
9155327,412212000,SONG HAI,BOHO,Cargo,189,32
9723473,412212110,YU PENG,BAWI,Cargo,199,27
8532736,412212140,SU RUI 159,BAGI,Tanker,n.a.,n.a.
9743863,412212220,SU RUI 189,BAOM,Tanker,99,17
9233533,412213000,DONG FANG HAI TAI,BAQT,Cargo,229,36
9160267,412216000,WU CHANG HAI,BORB,Fishing,168,26
9827308,412217977,RUI TAI FENG 88,BZTP6,Cargo,n.a.,n.a.
9038153,412217989,HAO YANG 77,BAWB,Fishing,63,2
8608690,412217991,HAO YANG 88,BAWC,Fishing,64,11
8774956,412217992,LIAO YU 8,BZSF8,Fishing,75,12
8774982,412217993,LIAO YU 9,BZSF9,Unspecified,76,12
7238113,412217999,FU RONG HAI,JM0,Fishing,110,17
9959620,412217999,FU XING HAI,BAOC,Fishing,n.a.,n.a.
8318362,412220000,CHI YUN,BOHA,Fishing,119,18
8220228,412221000,MAN HAI,BOHG,Cargo,189,32
8220216,412222000,TUO HAI,BOHF,Cargo,189,30
8956231,412222211,VOLGO DON 109,UBQB4,Tanker,138,17
9144495,412222222,HUA QIANG,VRVQ2,Fishing,186,30
8324191,412224000,MENG HAI,BOHI,Cargo,189,32
8316508,412225000,SHOU CHANG HAI,BOHK,Cargo,189,32
8316510,412226000,SHOU NING HAI,BOHK,Cargo,189,32
8400490,412227000,FU YUAN SHAN,BOHL,Cargo,151,25
8400505,412228000,FU YU SHAN,n.a.,Fishing,151,25
8601331,412231000,FU YANG SHAN,DUH3546,Cargo,162,23
9663659,412231030,SHUANG TAI 16,n.a.,Passenger,111,21
8601343,412232000,FU WEN SHAN,BOHT,Cargo,162,23
8601355,412233000,FU QING SHAN,BOHU,Cargo,162,23
8601367,412234000,FU KANG SHAN,BOHV,Cargo,162,23
8601379,412235000,FU XIN SHAN,BOHW,Cargo,162,23
9520285,412237000,NAN HAI ZHI MENG,BPXD,Passenger,169,25
9155339,412238000,SHAN HAI,BOHP,Cargo,189,32
9493602,412241000,GUANG ZHU,BRWK,Cargo,229,38
9158800,412242000,TIAN FU HAI,BOHX,Cargo,270,44
9651577,412243000,SHEN HUA 502,BRMA,Cargo,189,32
9160243,412246000,SONG SHAN HAI,BORK,Cargo,225,32
9160293,412250000,HUA SHAN HAI,BORM,Fishing,225,32
9162447,412254000,YANG HAI,BOHQ,Cargo,189,32
9025182,412256789,DU BIAN 6,BBIT5,Cargo,36,n.a.
7826518,412258000,SHENG TONG 888,n.a.,Fishing,61,10
9872157,412260000,COSCO SHIPPING ZHUO YUE,BOBG7,Cargo,202,32
9160279,412263000,NAN CHANG HAI,BORC,Cargo,168,26
8412053,412265000,SHOU GUANG HAI,BOSH,Cargo,189,32
9160281,412266000,HENG SHAN HAI,BORL,Cargo,225,32
8225369,412269000,SONG SHAN,BOSN,Cargo,157,22
9146675,412270001,JIN SHENG NO. 3,BZZY7,Fishing,56,9
8607373,412270002,LONG TENG,BZZQ6,Cargo,70,10
9261528,412270024,ZHONG TAI NO. 3,BZZY8,Fishing,62,13
8721234,412270038,XIN YU NO. 1,BZZO6,Fishing,104,16
8607115,412270039,LONG FA,BZZQ7,Fishing,120,19
8652718,412270057,JIN SHENG 6,BZSX3,Fishing,50,8
8652729,412270058,JIN SHENG NO.7,BZSX4,Fishing,50,9
8652720,412270058,JIN SHENG 7,BZSX4,Fishing,n.a.,n.a.
8652732,412270059,JIN SHENG 8,BZSX5,Fishing,50,8
8666410,412270099,CHANG RONG 2,BZYE5,Fishing,n.a.,n.a.
8863678,412270250,YAN XIANG,BDNE4,Cargo,54,8
9093749,412270320,SHENHUATUO1,BDWW,Tug,34,10
1951854,412270330,SHENHUATUO2,BDWX,Tug,35,10
9294410,412270540,MARSHAL 100,BDWY,Cargo,41,9
2033776,412270540,SHENHUATUO3,BDWY,Tug,40,9
9321811,412270580,SHEN HUA JUN 1,BDZS,Cargo,113,22
9320879,412270590,SHEN HUA TUO 5,BDZP,Tug,35,9
9320881,412270610,SHEN HUA TUO 6,BDZQ,Tug,35,9
9320893,412270620,SHEN HUA TUO 7,BDZR,Tug,35,9
7617230,412271000,YAN SHAN,BOSP,Cargo,148,21
1024742,412271080,XIN JIN JIE 1,BDVP,Cargo,n.a.,n.a.
8992089,412271160,MAO YUN 8,BDWS,Cargo,98,16
7623136,412271220,JIHAI 1,BDNU3,Cargo,169,25
8707848,412271470,ZHONG YUAN YU 17,BZZV6,Fishing,66,10
8708062,412271480,ZHONG YUAN YU 16,BZZV5,Fishing,70,10
9000924,412271580,TANGSHANHAI 3,BDXE,Cargo,180,30
8685260,412271740,YONG XIN 828,9LU2323,Cargo,84,13
8400608,412272000,FENG AN SHAN,BOST,Cargo,156,24
9754941,412272040,SHENG JIA HE 2,BDNH5,Cargo,n.a.,n.a.
8672031,412272050,CHENG RUI 7,BDNJ8,Cargo,n.a.,n.a.
9818187,412272420,XUN XIAN 1,BTCL,Passenger,n.a.,n.a.
9818199,412272430,XUN XIAN 2,BTCM,Passenger,n.a.,n.a.
8400610,412273000,FENG KANG SHAN,BOSU,Cargo,156,24
9580481,412274000,YING HAO 03,BRWB,Cargo,225,32
9223772,412275000,LING YUN HE,BOTT,Cargo,179,27
9223760,412276000,FEI YUN HE,BOTU,Cargo,179,27
9223758,412277000,TENG YUN HE,BOTV,Cargo,179,27
9160255,412280000,HUANG SHAN HAI,BORN,Cargo,225,32
9795335,412280032,BO HAI 001,BZTT5,Other Type,n.a.,n.a.
9873632,412280932,HEBEI 8599,BZTL6,Fishing,n.a.,n.a.
8225412,412280982,LONGDA,n.a.,Fishing,101,15
8670289,412280994,CHANG RONG 5,BZYE8,Fishing,n.a.,n.a.
9849875,412283000,ZHONG HUA FU XING,BOBW8,Passenger,212,29
1214593,412283929,JILEYU 02058,BZYC9,Fishing,24,6
8678413,412283998,CHANG RONG 4,BZZW6,Fishing,n.a.,n.a.
8947204,412283999,CHANG RONG 3,BZYC9,Fishing,50,9
8536134,412284274,QIAN JIN 169,n.a.,Tug,n.a.,n.a.
1656997,412284844,JILAOYU 03419,IVAYF,Fishing,27,6
1296448,412285182,JILUANYU 03434,SKCB,Fishing,23,5
9485617,412285216,TALENT ACE,n.a.,Fishing,120,22
2040896,412285469,JITANGGANGYUXIU00019,BRUY,Fishing,13,4
9899129,412286000,ZHONG TUO ZHI XING,BOBX6,Cargo,n.a.,n.a.
9234460,412286423,SHUN FA 8,BAJA,Cargo,36,29
1263740,412286977,JIHUANGYU 00665,NF8,Fishing,10,3
9879533,412287000,HUA HANG HAN YA 1,BOBO4,Cargo,125,21
1198191,412287064,JIHUANGYU 02036,KLPDH,Fishing,10,3
1083499,412287409,JIHUANGYU35341,n.a.,Fishing,12,3
9497050,412288000,XING SHENG,BOCG8,Cargo,225,32
1345641,412288533,JIBAYU 05074,BZZQ5,Fishing,16,4
9497062,412289000,XING HONG,BOCG9,Cargo,225,32
8919556,412300000,TAI HUA HAI,BOND,Cargo,36,6
9002180,412300004,HAI FENG 896,BZZQ5,Cargo,79,12
8602347,412300050,JIN CHUAN,BFGC,Unspecified,106,16
8405294,412300060,JIN JU,BFGD,Cargo,85,15
7330210,412300070,BIN HAI 207,1866,Law Enforce,53,11
7375698,412300090,LIAOZHUANGYU000901,BFMM,Other Type,51,11
7375727,412300130,BINHAI 212,BFMN,Other Type,51,11
7375739,412300140,BIN HAI 213,0NC,Fishing,51,11
7358432,412300150,ZSY159,BFMQ,Other type,53,11
7358468,412300160,BIN HAI 215,BFMW,Other Type,53,11
8305016,412300180,BIN HAI 241,BFMW,Tug,56,12
8305004,412300190,BIN HAI 242,BFMY,Tug,56,12
8304995,412300210,BIN HAI 243,BFLX,Tug,56,12
8222886,412300220,BIN HAI 244,BFKF,Tug,53,12
8222898,412300230,BIN HAI 245,BFKG,Tug,53,12
8219633,412300240,BIN HAI 262,BFBZ,Tug,58,13
8219671,412300250,BIN HAI 263,BFLU,Other Type,58,13
8302870,412300270,BIN HAI 265,BFLE,Other Type,58,13
7809338,412300280,BINHAI 281,BFLS,Tug,67,14
7809340,412300290,BINHAI 282,BFKD,Tug,67,14
8127000,412300310,BIN HAI 283,BFKD,Tug,64,13
9040041,412300320,BIN HAI 284,BFKH,Tug,68,14
8881084,412300330,BIN HAI 285,BFKI,Tug,68,14
8022901,412300340,BINHAI 291,BFKS,Tug,65,13
7814890,412300350,BINHAI292,BFLC,Tug,67,15
9674751,412300365,TIAN XIANG 168,BZSH9,Fishing,35,7
8668901,412300376,TIAN XIANG 58,BZTV8,Fishing,n.a.,n.a.
8668896,412300377,TIAN XIANG 57,BZTV7,Fishing,n.a.,n.a.
8831534,412300490,BIN HAI 606,BFLC,Tanker,107,15
8931554,412300590,BINHAI 218,BFLI,Other Type,54,11
9730892,412300650,ZHONG YOU HAI 15,BFBJ2,Other Type,59,55
7620524,412300660,BINHAI518,BFLJ,Tug,49,12
7408328,412300670,BINHAI 521,BFKW,Other Type,51,10
8111374,412300870,BINHAI 293,BONE,Other Type,82,19
8763579,412300940,BO HAI YOU YI HAO,BFLA,Special Craft,n.a.,n.a.
9210775,412301040,BIN HAI 607,BPCL,Tanker,115,16
9198070,412301050,BIN HAI 608,BPCM,Tanker,115,16
8765204,412301170,BOHAI SHI JI,BFNK,Special Craft,n.a.,n.a.
9257577,412301210,BIN HAI 253,BFNE,Other Type,70,16
9257589,412301220,BIN HAI 254,BFNI,Other Type,70,16
9250440,412301230,HAI YANG SHI YOU 719,BFNG,Other Type,79,18
9250452,412301240,HAI YANG SHI YOU 718,BFNJ,Tug,78,18
9282209,412301360,BIN HAI 266,BFNR,Other Type,69,14
9289324,412301370,BIN HAI 267,BFNS,Other Type,69,14
9291767,412301380,BIN HAI 268,BFNT,Other Type,69,14
8209602,412301430,TIAN LI,BFJV,Cargo,147,22
9258959,412301470,BIN HAI 286,BFJV,Tug,70,14
9258961,412301480,BIN HAI 287,BFJW,Tug,70,14
8739413,412301530,TIAN RUI,BFAP,Cargo,97,n.a.
9285172,412301540,HAI YANG SHI YOU 112,BFJZ,Special Craft,276,51
8812710,412301720,GANG HAI 666,BFJS,Cargo,176,26
9323223,412301760,HAI YANG SHI YOU 653,BFIA,Cargo,69,14
9332286,412301770,HAI YANG SHI YOU 654,BFIB,Tug,69,14
9337781,412301780,HAI YANG SHI YOU 655,BFIC,Tug,69,14
9340154,412301790,HAI YANG SHI YOU 656,BFID,Tug,69,14
9338254,412301860,HAI YANG SHI YOU 688,BFIE,Tug,70,14
9344899,412301870,HAI YANG SHI YOU 689,BFIF,Unspecified,70,14
8768751,412301990,HAI YANG SHI YOU 941,BFIO,Other Type,70,76
7921588,412302010,JIN YOU 6,BFFK,Cargo,78,13
9095369,412302050,DONG LI 1,BFEA,Cargo,84,14
9095371,412302060,DONG LI 2,BFEB,Cargo,92,14
9095383,412302120,DONG LI 3,BFEC,Cargo,91,13
9417232,412302150,ZHONG YOU HAI 251,BFFK,Tug,67,13
1196210,412302160,ZHONG YOU HAI 252,BFFL,Other Type,68,13
9417282,412302160,ZHONG YOU HAI 252,BFFL,Other Type,67,13
9364057,412302170,ZHONG YOU HAI 511,BFFG,Tanker,86,16
9364069,412302180,ZHONG YOU HAI 512,BFFH,Tanker,86,16
9538359,412302820,RUI NING 2,BFAE7,Cargo,190,32
9538294,412302830,RUI NING 3,BFAE9,Cargo,190,32
9538311,412302840,RUI NING 5,BFAF2,Cargo,190,32
9556686,412302850,HAI YANG SHI YOU 252,BFAI4,Other Type,68,16
9592460,412302860,HAI YANG SHI YOU 253,BFAI8,Other Type,68,16
9592355,412302990,ZHONGGANGTUO702,AB012,Tug,70,16
8318300,412303000,TAI GU HAI,BONJ,Tanker,186,28
9609316,412303150,TONG HENG,BQEB,Reserved,131,26
9638197,412303160,TONG YUAN,BQEC,Dredger,131,26
8688872,412303320,SHENG HAO HUAN BAO 1,n.a.,Anti-Pollution,n.a.,n.a.
9604691,412303370,MING WEI 9,BFAV9,Cargo,189,32
9630339,412303420,HAI YANG DI ZHI ER SHI HAO,BSEO,Other Type,77,18
9705419,412303430,HAI BAO JIU,BFAZ8,Other Type,37,7
3145734,412303520,QHD326CEPJ,BFBD8,Other Type,n.a.,n.a.
9679414,412303530,HAIYANGSHIYOU 932,BQEJ,Other Type,83,55
9783801,412303590,LAN HAI 300,BFBK2,Other Type,105,26
9716042,412303610,ZHONG YOU HAI 17,BFBK9,Other Type,70,76
9630341,412303620,ZHONG YOU HAI 298,BFBL2,Tug,77,18
8537877,412303660,FU LONG 33 HAO,BFBL8,Tanker,n.a.,n.a.
8560680,412303680,ZHONG HAI YOU 598,BFBM2,Tanker,n.a.,n.a.
9802293,412303740,HONG JIN,BFBM5,Tanker,160,25
8530099,412303830,WEI QIAO JIA DA 29,BFBN9,Cargo,n.a.,n.a.
9868039,412303920,WEI QIAO JIA DA 66,BFBO2,Cargo,n.a.,n.a.
9872559,412303930,WEI QIAO JIA DA 67,BFBP4,Cargo,n.a.,n.a.
9872808,412303950,WEI QIAO JIA DA 69,BFBP6,Cargo,n.a.,n.a.
8025551,412304000,TONG SHAN HAI,BONC,Cargo,176,28
9055967,412306000,GAO ZHOU HAI,BONR,Cargo,225,32
9055979,412307000,DENG ZHOU HAI,BONS,Cargo,225,32
9100205,412310000,GUO YUAN 9,BIAI6,Cargo,189,32
8014693,412311010,ROUPAKIA,11010,Cargo,175,26
8103171,412312220,CSL ATLANTIC,55061,Cargo,160,24
9262352,412313000,DE PING HAI,BOIE,Cargo,225,32
8776019,412316040,SHUN ZE 836,BZZT9,Fishing,n.a.,n.a.
8025549,412319000,JIN SHAN HAI,BONB,Cargo,176,28
9067013,412320012,TAI HONG NO. 1,BZZO4,Fishing,57,9
9053634,412320013,TAI HONG NO. 2,BZZO5,Unspecified,57,8
8410469,412320018,FU YUAN YU 7016,n.a.,Fishing,n.a.,n.a.
8618762,412320019,QING YUAN YU 012,BZZQ3,Fishing,47,8
8628937,412320023,ZHONG SHUI 707,BZZR6,Fishing,33,6
8628975,412320024,ZHONG SHUI 708,BZZR7,Fishing,37,7
8628987,412320025,ZHONG SHUI 709,BZZR8,Fishing,37,7
8628999,412320026,ZHONG SHUI 710,BZZR9,Fishing,37,36
8749107,412320027,ZHONG RONG 13,BBFB3,Fishing,n.a.,n.a.
8749119,412320028,ZHONG RONG 15,BBFB4,Fishing,n.a.,n.a.
8676037,412320029,JING YUAN 608,BZZT7,Fishing,71,11
8749913,412320031,HONG YANG NO. 2,BBLY1,Fishing,n.a.,n.a.
8774724,412320033,LU RONG YU 6157,n.a.,Fishing,n.a.,n.a.
8774736,412320034,LU RONG YU 6158,n.a.,Fishing,n.a.,n.a.
8843123,412320340,DA XIN HUA XIN SHUN,BBFM,Cargo,73,12
8936085,412320510,LU HAI 164,BBUC,Cargo,108,15
9050553,412320620,FU RONG QUAN,BBUC,Tug,81,15
8863628,412320680,ZHEN ZHU QUAN,BBNK,Cargo,81,15
8769303,412320720,SHENG LI NO.4,BBAN7,Wing In Ground,n.a.,n.a.
8672586,412320734,ZHONG XING DA 58,BLFF4,Cargo,n.a.,n.a.
8890619,412320760,TAI HAI,BCGD,Cargo,73,12
8890607,412320770,TAI CHUAN,BCGE,Cargo,73,12
8830906,412320820,SHENG LI 211,BBAM5,Other Type,46,9
8830918,412320840,SHENG LI 221,BBBE9,Other Type,55,12
8830566,412320860,SHENG LI 232,BBCA4,Other Type,58,11
8831027,412320870,SHENG LI 261,BBCB2,Tug,58,13
8843915,412320880,SHENG LI 262,BBCA9,Tug,58,13
8318271,412321000,TAI HE HAI,BONG,Cargo,186,28
8775649,412321111,LU PENG YUAN YU 027,BZSD5,Fishing,77,11
8310267,412321260,TAI SHENG,BBRH,Cargo,76,13
8427034,412321270,KE XUE YI HAO,BCBU,Dredger,104,13
8426781,412321290,JIN XING ER HAO,BBDX,Unspecified,68,10
8880030,412321320,YAN YU LENG No. 2,BBFY,Cargo,60,9
8830322,412321380,HAI MING,BBDX,Cargo,71,12
8828915,412321430,RISING GLORY,AVCB,Cargo,101,14
8596548,412321817,LU RONG YU 56287,n.a.,Fishing,n.a.,n.a.
8596550,412321818,LU RONG YU 56288,n.a.,Fishing,n.a.,n.a.
8776851,412321980,YAN YU 647,BBRQ,Fishing,n.a.,n.a.
8318283,412322000,TAI CANG HAI,BONH,Fishing,186,28
8776863,412322020,YAN YU 650,BBRZ,Fishing,n.a.,n.a.
8776928,412322030,YAN YU 658,BBJW,Fishing,n.a.,n.a.
8776980,412322040,YAN YU 659,BBJX,Fishing,n.a.,n.a.
8951827,412322080,CHANG AN 668,BZSD,Fishing,40,7
9993016,412322090,HAI DE LI 709,BZSE,Fishing,55,8
9993004,412322110,NING TAI 601,BZSF,Cargo,n.a.,n.a.
9995832,412322120,ZHONG JU 88,BZSG,Fishing,45,8
8768921,412322180,SHENG LI NO.7,1234567,Fishing,13,2
9185205,412322210,SHENG LI 614,BBBU2,Tanker,73,12
8749999,412322630,RONG DA YANG 9,BBLZ7,Fishing,32,6
8602335,412322760,JIN HUA HAI,BBFL,Unspecified,106,16
9241530,412322910,PIN SENG,BBIW5,Cargo,73,13
8318295,412323000,TAI KANG HAI,BONI,Fishing,186,28
8061912,412323520,WEIYOU178,n.a.,Pleasure Craft,35,7
1132721,412323586,LULAIZHOUYU66225,n.a.,Fishing,33,6
1484928,412323587,71063,BONK,Law Enforce,30,6
8560460,412323750,LU CHANG SHENG,JVHS7,Cargo,55,9
8583319,412323785,LU YAN KAI YUAN YU 315,BZZH2,Fishing,n.a.,n.a.
8583321,412323786,LU YAN KAI YUAN YU 316,BZZH3,Fishing,n.a.,n.a.
8583333,412323789,LU YAN KAI YUAN YU 317,BZZH4,Fishing,n.a.,n.a.
8583345,412323791,LU YAN KAI YUAN YU 318,BZZH5,Fishing,n.a.,n.a.
8318312,412324000,TAI AN HAI,BONK,Cargo,189,32
7927752,412324280,JU JIN YUAN,BVJQ7,Cargo,193,27
9262027,412324470,SHENG LI 251,BBBX5,Other Type,67,13
9294707,412324510,SHENG LI 291,BBBX4,Tug,74,16
9231200,412324880,LU FENG,BTDW,Cargo,99,16
8406444,412325000,TIAN SHAN HAI,BONO,Fishing,194,30
9298064,412325010,HE FENG HAI,BBFS,Cargo,30,6
1288386,412325044,LUWENYU3269,BCCX,Fishing,19,4
4124024,412325390,BEICHUANTUO3,ADAD,Tug,33,11
8682684,412325670,JIN HAI YOU 1,BBYC,Tanker,n.a.,n.a.
8896871,412325920,LU HAI 276,BBDT,Cargo,65,10
8786923,412326150,LU RONG YU 2099,n.a.,Fishing,n.a.,n.a.
8786911,412326160,LU RONG YU 2100,n.a.,Fishing,n.a.,n.a.
9109689,412326212,JIN HAI TONG,VRZS6,Fishing,115,18
8990330,412326370,XING HAI FENG,BBLX7,Cargo,104,16
8628470,412326560,LU RONG YUAN YU 25,BBKF,Fishing,n.a.,n.a.
8628482,412326570,LU RONG YUAN YU 26,BBKO,Fishing,n.a.,n.a.
9649574,412326798,HONG YANG 8,BBIW8,Fishing,44,7
8676702,412326854,TAI XIANG 1,BZSC2,Fishing,15,7
8676843,412326855,TAI XIANG 2,BZSC3,Fishing,n.a.,n.a.
8676855,412326858,TAI XIANG 5,BZSC4,Fishing,n.a.,n.a.
8676867,412326859,TAI XIANG 6,BZSC5,Fishing,42,7
8676879,412326861,TAI XIANG 7,BZSC6,Fishing,42,7
8676881,412326862,TAI XIANG 8,BZSC7,Fishing,38,8
8676893,412326863,TAI XIANG 9,BZSC8,Fishing,38,8
8676908,412326864,TAI XIANG 10,BZSC9,Fishing,42,7
9666948,412326873,HONG YANG 88,BBIO8,Fishing,44,7
9666950,412326874,HONG YANG 89,BBIO9,Fishing,35,7
9674737,412326875,LU YUAN 23,BBCH3,Fishing,35,7
9674749,412326876,LU YUAN 24,BBCH4,Fishing,35,7
9678331,412326877,RONG TAI 8,BBCH8,Fishing,35,7
8776095,412326879,HAI YANG 1,BBEJE,Fishing,n.a.,n.a.
9678355,412326881,ZHONG RONG NO. 33,BBCH2,Fishing,35,7
9678343,412326882,ZHONG RONG NO. 32,BBCH1,Fishing,35,7
8572920,412326883,ZHAN HAI 006,BZXI2,Fishing,n.a.,n.a.
8776978,412326883,ZHAN HAI 006,BZXI2,Fishing,n.a.,n.a.
8776966,412326884,ZHEN FA 7,BBKC7,Fishing,63,9
8776796,412326885,ZHAN HAI 005,BZXI,Fishing,n.a.,n.a.
8572932,412326885,ZHAN HAI 005,BZXI,Fishing,n.a.,n.a.
8776485,412326887,TAI XING 1,BZTV5,Fishing,n.a.,n.a.
8776382,412326888,HAI XING 1,BZTV6,Fishing,n.a.,n.a.
8776497,412326889,YONG XING 1,BZTV9,Fishing,n.a.,n.a.
8653592,412326893,ZHONG SHUI 711,BZS16,Fishing,39,6
8653607,412326894,ZHONG SHUI 712,BZSI7,Fishing,39,18
8653619,412326895,ZHONG SHUI 811,BZSI8,Fishing,39,20
8653621,412326896,ZHONG SHUI 812,BZSI9,Fishing,39,6
8629008,412326901,ZHONG SHUI 805,BZYJ2,Unspecified,35,6
8629010,412326902,ZHONG SHUI 806,BZYJ3,Fishing,37,74
8629022,412326903,ZHONG SHUI 807,BZYJ4,Unspecified,37,6
8629034,412326904,ZHONG SHUI 808,BZYJ5,Fishing,37,2
8629046,412326905,ZHONG SHUI 809,BZYJ6,Fishing,37,21
8629058,412326906,ZHONG SHUI 810,BZYJ7,Fishing,37,42
8539356,412326966,JING YUAN 805,BZVN9,Fishing,n.a.,n.a.
8539368,412326967,JING YUAN 806,BZVN6,Fishing,n.a.,n.a.
8539370,412326968,JING YUAN 807,BZVN7,Fishing,n.a.,n.a.
8539382,412326969,JING YUAN 808,BZVN8,Fishing,n.a.,n.a.
9639414,412326971,RONG DA YANG 16,BBLZ8,Fishing,37,5
9639426,412326972,RONG DA YANG 17,BBLZ9,Fishing,37,8
8318324,412327000,TAI SHAN HAI,BONL,Cargo,189,28
9367279,412327460,HONG TAI HUA 667,BBIS2,Cargo,106,16
9363326,412328030,TIAN CONG,BBHD,Cargo,81,13
9129055,412328310,LONG GANG TUO 21,n.a.,Tug,33,10
9486219,412328360,BO HAI JIN ZHU,BTXJ,Passenger,161,24
9486221,412328370,BO HAI YIN ZHU,BBEZ,Passenger,161,24
